"","id","totalpop","under5","5to19","19to64","over64"
"68","1011121",406,0.0308267104908393,0.191009197084665,0.449801122138483,0.328362970286013
"69","1011122",26,0,0,0,1
"70","1011158",2524.88888888889,0.0865096937333632,0.261418141098423,0.519685466937919,0.132386698230295
"71","1011356",72,0,0,0.513888888888889,0.486111111111111
"72","1011385",789.5,0.0412255626115151,0.223681484181647,0.579981965734896,0.155110987471941
"73","1011767",4424,0.0940540871187544,0.252979117102828,0.547177477318058,0.105789318460359
"74","1011843",10481.6666666667,0.0788588534041946,0.263279206893423,0.565064270141211,0.0927976695611708
"75","1011908",11019.6666666667,0.074512424762987,0.266907074737802,0.550660809909082,0.107919690590129
"76","1011931",22449.5714285714,0.0743295693827076,0.25474970848399,0.57755045858356,0.0933702635497428
"77","1012091",10089.5,0.0914644952726797,0.264373064071791,0.531811783561212,0.112350657094317
"78","1012092",11797.25,0.0583833323647776,0.270486796641579,0.581483313076402,0.0896465579172411
"79","1012121",13164.5,0.0458532085316859,0.202961147410725,0.625090123513994,0.126095520543594
"80","1012519",2625,0.176349109353337,0.183946678205158,0.48363752154205,0.156066690899456
"81","1012642",1037,0.029893924783028,0.17357762777242,0.494696239151398,0.301832208293153
"82","1012643",2508.57142857143,0.0583134017194947,0.185777196288683,0.436410817014542,0.31949858497728
"83","1012677",1037,0.029893924783028,0.17357762777242,0.494696239151398,0.301832208293153
"84","1012688",2304,0.0293664760228773,0.0869995600527937,0.456232348892326,0.427401615032003
"85","1012703",1037,0.029893924783028,0.17357762777242,0.494696239151398,0.301832208293153
"86","1013183",2573.33333333333,0.0601217075425981,0.256193691775057,0.569588875600077,0.114095725082268
"87","1013609",2950.66666666667,0.0627027247458363,0.168652744735219,0.364784984878706,0.403859545640239
"88","1013701",4424,0.0940540871187544,0.252979117102828,0.547177477318058,0.105789318460359
"89","1013793",10089.5,0.0914644952726797,0.264373064071791,0.531811783561212,0.112350657094317
"90","1013810",2862.54545454545,0.0290324575279547,0.197130315726348,0.562668523579889,0.211168703165809
"91","1013859",5386.66666666667,0.0774273782834001,0.249068499658633,0.564411170144935,0.109092951913033
"92","1014467",4128,0.0461590198878141,0.28211179299018,0.520730760460241,0.150998426661765
"93","1014560",5455.94117647059,0.0424975983150037,0.146552327149579,0.49722973912425,0.313720335411168
"94","1014609",974,0.044761668319906,0.177121467355441,0.554032995200079,0.224083869124574
"95","1014619",873.333333333333,0.0344257510072445,0.291535000645305,0.515200857259052,0.158838391088398
